N	Z	A	EL	BE	BEd	MASS	MASSd
135	96	231	Cm	7542#	1#	231050746#	322#
145	87	232	Fr	7579.347	0.060	232049461.224	15.000
144	88	232	Ra	7600.009	0.039	232043475.270	9.823
143	89	232	Ac	7602.424	0.056	232042034.000	14.000
142	90	232	Th	7615.033	0.006	232038053.689	1.526
141	91	232	Pa	7609.506	0.033	232038590.300	8.207
140	92	232	U	7611.897	0.008	232037154.860	1.942
139	93	232	Np	7597#	0#	232040107#	107#
138	94	232	Pu	7588.974	0.076	232041184.526	18.888
137	95	232	Am	7564#	1#	232046527#	322#
136	96	232	Cm	7548#	1#	232049718#	217#
146	87	233	Fr	7569.239	0.084	233052517.838	21.000
145	88	233	Ra	7585.564	0.037	233047594.573	9.235
144	89	233	Ac	7595.193	0.056	233044346.000	14.000
143	90	233	Th	7602.893	0.006	233041580.208	1.529
142	91	233	Pa	7604.866	0.006	233040246.605	1.434
141	92	233	U	7603.956	0.010	233039634.367	2.420
140	93	233	Np	7596.181	0.219	233040739.489	54.729
139	94	233	Pu	7583.796	0.216	233042997.345	54.054
138	95	233	Am	7567#	0#	233046445#	109#
137	96	233	Cm	7545.998	0.307	233050772.206	76.809
136	97	233	Bk	7519#	1#	233056748#	240#
146	88	234	Ra	7576.543	0.036	234050382.104	9.000
145	89	234	Ac	7582.129	0.060	234048139.000	15.000
144	90	234	Th	7596.855	0.011	234043599.860	2.779
143	91	234	Pa	7594.683	0.017	234043305.615	4.395
142	92	234	U	7600.715	0.005	234040950.370	1.213
141	93	234	Np	7589.637	0.036	234042893.320	9.014
140	94	234	Pu	7584.605	0.029	234043317.478	7.298
139	95	234	Am	7564#	1#	234047731#	170#
138	96	234	Cm	7550.677	0.074	234050160.959	18.673
137	97	234	Bk	7519#	1#	234057387#	153#
147	88	235	Ra	7561#	1#	235054890#	322#
146	89	235	Ac	7573.504	0.059	235050840.000	15.000
145	90	235	Th	7584.385	0.055	235047255.000	14.000
144	91	235	Pa	7588.413	0.059	235045399.000	15.000
143	92	235	U	7590.914	0.005	235043928.190	1.199
142	93	235	Np	7587.056	0.006	235044061.591	1.491
141	94	235	Pu	7578.879	0.087	235045284.682	22.030
140	95	235	Am	7565.154	0.222	235047907.371	56.030
139	96	235	Cm	7547#	1#	235051567#	216#
138	97	235	Bk	7524#	2#	235056580#	430#
147	89	236	Ac	7559.242	0.162	236054988.000	41.000
146	90	236	Th	7576.968	0.059	236049657.000	15.000
145	91	236	Pa	7577.557	0.059	236048668.000	15.000
144	92	236	U	7586.484	0.005	236045566.201	1.194
143	93	236	Np	7579.214	0.214	236046568.392	54.129
142	94	236	Pu	7577.918	0.008	236046056.756	1.944
141	95	236	Am	7561#	0#	236049427#	120#
140	96	236	Cm	7550.299	0.078	236051374.506	19.662
139	97	236	Bk	7523#	2#	236057480#	430#
148	89	237	Ac	7550#	2#	237057993#	429#
147	90	237	Th	7563.443	0.067	237053629.000	17.000
146	91	237	Pa	7570.384	0.055	237051023.000	14.000
145	92	237	U	7576.102	0.005	237048728.380	1.291
144	93	237	Np	7574.989	0.005	237048171.710	1.202
143	94	237	Pu	7570.759	0.007	237048407.957	1.822
142	95	237	Am	7561#	0#	237049995#	64#
141	96	237	Cm	7546.624	0.299	237052868.923	76.178
140	97	237	Bk	7527#	1#	237057100#	241#
139	98	237	Cf	7503.347	0.368	237062199.993	93.706
148	90	238	Th	7555#	1#	238056388#	304#
147	91	238	Pa	7558.344	0.067	238054637.000	17.000
146	92	238	U	7570.125	0.006	238050786.996	1.602
145	93	238	Np	7566.221	0.005	238050944.671	1.221
144	94	238	Pu	7568.360	0.005	238049558.250	1.222
143	95	238	Am	7555.584	0.213	238051982.607	54.428
142	96	238	Cm	7547.996	0.051	238053081.595	13.133
141	97	238	Bk	7525#	1#	238058203#	274#
140	98	238	Cf	7509#	1#	238061490#	320#
149	90	239	Th	7541#	2#	239060602#	429#
148	91	239	Pa	7550#	1#	239057260#	210#
147	92	239	U	7558.561	0.006	239054292.048	1.613
146	93	239	Np	7560.567	0.005	239052937.599	1.407
145	94	239	Pu	7560.318	0.005	239052161.669	1.195
144	95	239	Am	7553.688	0.008	239053022.803	2.128
143	96	239	Cm	7543.065	0.226	239054908.593	58.022
142	97	239	Bk	7527#	1#	239058240#	222#
141	98	239	Cf	7507#	1#	239062554#	224#
140	99	239	Es	7481#	1#	239068230#	320#
149	91	240	Pa	7538#	1#	240061095#	215#
148	92	240	U	7551.770	0.011	240056592.425	2.740
147	93	240	Np	7550.173	0.071	240056163.830	18.284
146	94	240	Pu	7556.042	0.005	240053811.812	1.187
145	95	240	Am	7547.013	0.058	240055298.444	14.849
144	96	240	Cm	7542.861	0.008	240055528.329	2.046
143	97	240	Bk	7523#	1#	240059758#	161#
142	98	240	Cf	7510.230	0.078	240062255.842	20.075
141	99	240	Es	7481#	2#	240068920#	430#
150	91	241	Pa	7528#	1#	241064026#	322#
149	92	241	U	7539#	1#	241060330#	210#
148	93	241	Np	7544.270	0.293	241058250.697	75.920
147	94	241	Pu	7546.439	0.005	241056849.722	1.187
146	95	241	Am	7543.278	0.005	241056827.413	1.195
145	96	241	Cm	7536.848	0.007	241057651.288	1.726
144	97	241	Bk	7524#	1#	241060153#	215#
143	98	241	Cf	7507#	1#	241063690#	178#
142	99	241	Es	7485#	1#	241068560#	242#
141	100	241	Fm	7460#	1#	241074210#	320#
150	92	242	U	7532#	1#	242062931#	215#
149	93	242	Np	7533.403	0.826	242061639.615	214.713
148	94	242	Pu	7541.327	0.005	242058741.045	1.336
147	95	242	Am	7534.991	0.005	242059547.428	1.200
146	96	242	Cm	7534.503	0.005	242058834.263	1.225
145	97	242	Bk	7519#	1#	242061980#	215#
144	98	242	Cf	7509.098	0.053	242063754.533	13.840
143	99	242	Es	7483#	1#	242069567#	275#
142	100	242	Fm	7465#	2#	242073430#	430#
151	92	243	U	7518#	1#	243066946#	322#
150	93	243	Np	7525#	0#	243064279#	34#
149	94	243	Pu	7531.008	0.010	243062002.119	2.728
148	95	243	Am	7530.173	0.006	243061379.940	1.490
147	96	243	Cm	7526.925	0.006	243061387.403	1.606
146	97	243	Bk	7517.501	0.019	243063005.980	4.857
145	98	243	Cf	7505#	0#	243065475#	123#
144	99	243	Es	7486#	1#	243069509#	222#
143	100	243	Fm	7464#	1#	243074490#	231#
151	93	244	Np	7514#	1#	244067850#	320#
150	94	244	Pu	7524.815	0.010	244064204.415	2.518
149	95	244	Am	7521.308	0.006	244064282.964	1.601
148	96	244	Cm	7523.952	0.005	244062750.694	1.188
147	97	244	Bk	7511.475	0.059	244065179.039	15.457
146	98	244	Cf	7505.136	0.011	244065999.543	2.810
145	99	244	Es	7483#	1#	244070881#	195#
144	100	244	Fm	7468#	1#	244074038#	216#
152	93	245	Np	7505#	1#	245070736#	322#
151	94	245	Pu	7513.281	0.056	245067824.568	14.621
150	95	245	Am	7515.303	0.008	245066452.890	2.025
149	96	245	Cm	7515.767	0.005	245065491.113	1.234
148	97	245	Bk	7509.270	0.007	245066359.885	1.924
147	98	245	Cf	7499.663	0.010	245068046.825	2.606
146	99	245	Es	7484#	1#	245071247#	215#
145	100	245	Fm	7466#	1#	245075349#	209#
144	101	245	Md	7442#	1#	245080808#	328#
152	94	246	Pu	7506.539	0.061	246070204.209	16.087
151	95	246	Am	7505#	0#	246069774#	19#
150	96	246	Cm	7511.471	0.006	246067222.082	1.638
149	97	246	Bk	7502.803	0.244	246068671.367	64.433
148	98	246	Cf	7499.121	0.006	246068803.762	1.626
147	99	246	Es	7480#	1#	246072894#	240#
146	100	246	Fm	7467.970	0.062	246075350.815	16.460
145	101	246	Md	7441#	1#	246081713#	278#
153	94	247	Pu	7494#	1#	247074190#	210#
152	95	247	Am	7499#	0#	247072092#	107#
151	96	247	Cm	7501.931	0.015	247070352.726	4.076
150	97	247	Bk	7498.940	0.021	247070305.940	5.570
149	98	247	Cf	7493.285	0.062	247070965.462	16.461
148	99	247	Es	7480.100	0.079	247073621.932	20.870
147	100	247	Fm	7464#	0#	247076944#	123#
146	101	247	Md	7444#	1#	247081521#	222#
153	95	248	Am	7487#	1#	248075752#	215#
152	96	248	Cm	7496.728	0.010	248072349.101	2.531
151	97	248	Bk	7491#	0#	248073087#	76#
150	98	248	Cf	7491.043	0.021	248072182.978	5.497
149	99	248	Es	7476#	0#	248075469#	56#
148	100	248	Fm	7465.944	0.034	248077185.528	9.122
147	101	248	Md	7442#	1#	248082822#	255#
146	102	248	No	7424#	1#	248086550#	241#
154	95	249	Am	7479#	1#	249078480#	320#
153	96	249	Cm	7485.550	0.010	249075954.006	2.545
152	97	249	Bk	7486.040	0.005	249074983.182	1.340
151	98	249	Cf	7483.394	0.005	249074850.491	1.270
150	99	249	Es	7474#	0#	249076409#	32#
149	100	249	Fm	7461.864	0.025	249078926.098	6.668
148	101	249	Md	7444#	1#	249082912#	216#
147	102	249	No	7422#	1#	249087797#	300#
154	96	250	Cm	7478.938	0.041	250078357.556	11.029
153	97	250	Bk	7475.967	0.015	250078315.027	3.992
152	98	250	Cf	7479.956	0.006	250076404.561	1.651
151	99	250	Es	7469#	0#	250078611#	107#
150	100	250	Fm	7462.090	0.032	250079519.828	8.468
149	101	250	Md	7441#	1#	250084413#	323#
148	102	250	No	7426#	1#	250087562#	215#
155	96	251	Cm	7466.722	0.090	251082285.036	24.367
154	97	251	Bk	7469.263	0.043	251080760.603	11.523
153	98	251	Cf	7470.500	0.016	251079587.219	4.187
152	99	251	Es	7465.881	0.024	251079992.224	6.434
151	100	251	Fm	7457.020	0.061	251081539.889	16.320
150	101	251	Md	7441.900	0.075	251084774.291	20.310
149	102	251	No	7423#	0#	251088942#	123#
148	103	251	Lr	7401#	1#	251094180#	320#
156	96	252	Cm	7460#	1#	252084870#	320#
155	97	252	Bk	7459#	1#	252084310#	215#
154	98	252	Cf	7465.347	0.009	252081626.523	2.531
153	99	252	Es	7457.242	0.199	252082979.189	53.736
152	100	252	Fm	7456.038	0.022	252082464.972	5.902
151	101	252	Md	7438#	1#	252086432#	140#
150	102	252	No	7425.798	0.037	252088966.141	9.975
149	103	252	Lr	7399#	1#	252095263#	255#
156	97	253	Bk	7451#	1#	253086880#	385#
155	98	253	Cf	7454.829	0.017	253085133.738	4.570
154	99	253	Es	7452.887	0.005	253084821.305	1.341
153	100	253	Fm	7448.470	0.012	253085181.160	3.148
152	101	253	Md	7438#	0#	253087143#	34#
151	102	253	No	7422.471	0.027	253090562.831	7.420
150	103	253	Lr	7403#	1#	253095089#	217#
149	104	253	Rf	7380#	2#	253100438#	440#
157	97	254	Bk	7440#	1#	254090600#	320#
156	98	254	Cf	7449.225	0.045	254087323.590	12.304
155	99	254	Es	7443.589	0.016	254088020.527	4.304
154	100	254	Fm	7444.792	0.010	254086852.726	2.591
153	101	254	Md	7432#	0#	254089590#	107#
152	102	254	No	7423.590	0.038	254090954.259	10.367
151	103	254	Lr	7400#	1#	254096481#	323#
150	104	254	Rf	7384#	1#	254100053#	304#
157	98	255	Cf	7438#	1#	255091047#	215#
156	99	255	Es	7437.821	0.042	255090273.553	11.612
155	100	255	Fm	7435.888	0.017	255089962.633	4.607
154	101	255	Md	7428.729	0.026	255091082.787	7.035
153	102	255	No	7417.958	0.058	255093191.404	16.000
152	103	255	Lr	7402.576	0.069	255096562.404	19.000
151	104	255	Rf	7382#	0#	255101267#	123#
150	105	255	Db	7359#	1#	255106918#	385#
158	98	256	Cf	7432#	1#	256093442#	338#
157	99	256	Es	7428#	0#	256093599#	108#
156	100	256	Fm	7431.780	0.022	256091773.878	6.012
155	101	256	Md	7421#	0#	256093888#	132#
154	102	256	No	7416.546	0.030	256094280.866	8.312
153	103	256	Lr	7398.160	0.324	256098494.029	89.000
152	104	256	Rf	7385.434	0.070	256101151.535	19.160
151	105	256	Db	7358#	1#	256107889#	258#
158	99	257	Es	7422#	2#	257095979#	441#
157	100	257	Fm	7422.194	0.017	257095105.317	4.815
156	101	257	Md	7417.582	0.006	257095537.977	1.718
155	102	257	No	7409.657	0.026	257096884.419	7.169
154	103	257	Lr	7397#	0#	257099480#	47#
153	104	257	Rf	7381.704	0.042	257102916.848	11.612
152	105	257	Db	7362#	1#	257107576#	218#
159	99	258	Es	7412#	2#	258099520#	430#
158	100	258	Fm	7418#	1#	258097077#	215#
157	101	258	Md	7409.675	0.017	258098429.825	4.743
156	102	258	No	7407#	0#	258098205#	107#
155	103	258	Lr	7392#	0#	258101753#	109#
154	104	258	Rf	7382.538	0.124	258103426.362	34.317
153	105	258	Db	7358#	1#	258109284#	328#
152	106	258	Sg	7342#	2#	258112984#	443#
159	100	259	Fm	7407#	1#	259100596#	304#
158	101	259	Md	7405#	1#	259100510#	215#
157	102	259	No	7399.974	0.025	259100997.503	7.073
156	103	259	Lr	7390#	0#	259102901#	76#
155	104	259	Rf	7377#	0#	259105596#	78#
154	105	259	Db	7360.362	0.205	259109491.865	56.940
153	106	259	Sg	7340#	0#	259114353#	123#
160	100	260	Fm	7402#	2#	260102809#	467#
159	101	260	Md	7396#	1#	260103653#	340#
158	102	260	No	7397#	1#	260102643#	215#
157	103	260	Lr	7383#	0#	260105504#	133#
156	104	260	Rf	7377#	1#	260106439#	215#
155	105	260	Db	7357#	0#	260111297#	100#
154	106	260	Sg	7342.562	0.079	260114383.508	22.045
153	107	260	Bh	7313#	1#	260121658#	263#
160	101	261	Md	7391#	2#	261105828#	546#
159	102	261	No	7388#	1#	261105696#	215#
158	103	261	Lr	7381#	1#	261106880#	215#
157	104	261	Rf	7371.384	0.193	261108769.990	54.153
156	105	261	Db	7357#	0#	261111980#	118#
155	106	261	Sg	7339.770	0.071	261115948.188	19.853
154	107	261	Bh	7317#	1#	261121454#	224#
161	101	262	Md	7382#	2#	262109101#	537#
160	102	262	No	7385#	1#	262107463#	387#
159	103	262	Lr	7374#	1#	262109611#	215#
158	104	262	Rf	7370#	1#	262109923#	240#
157	105	262	Db	7352#	1#	262114068#	154#
156	106	262	Sg	7341.185	0.135	262116335.446	38.015
155	107	262	Bh	7315#	1#	262122965#	328#
161	102	263	No	7376#	2#	263110714#	526#
160	103	263	Lr	7371#	1#	263111358#	304#
159	104	263	Rf	7364#	1#	263112460#	164#
158	105	263	Db	7352#	1#	263114988#	181#
157	106	263	Sg	7337#	0#	263118294#	102#
156	107	263	Bh	7318#	1#	263122916#	327#
155	108	263	Hs	7295#	0#	263128480#	134#
162	102	264	No	7371#	2#	264112734#	634#
161	103	264	Lr	7363#	2#	264114200#	468#
160	104	264	Rf	7361#	1#	264113878#	387#
159	105	264	Db	7346#	1#	264117405#	253#
158	106	264	Sg	7338#	1#	264118929#	304#
157	107	264	Bh	7315#	1#	264124593#	190#
156	108	264	Hs	7298.375	0.109	264128356.405	31.005
162	103	265	Lr	7359#	2#	265116193#	587#
161	104	265	Rf	7354#	1#	265116683#	387#
160	105	265	Db	7344#	1#	265118608#	240#
159	106	265	Sg	7333#	0#	265121090#	132#
158	107	265	Bh	7316#	1#	265124977#	251#
157	108	265	Hs	7296.247	0.090	265129791.799	25.719
156	109	265	Mt	7271#	2#	265135995#	484#
163	103	266	Lr	7349#	2#	266119831#	626#
162	104	266	Rf	7352#	2#	266118172#	504#
161	105	266	Db	7339#	1#	266121028#	304#
160	106	266	Sg	7332#	1#	266121973#	263#
159	107	266	Bh	7313#	1#	266126790#	175#
158	108	266	Hs	7298.273	0.145	266130045.252	41.540
157	109	266	Mt	7270#	1#	266137373#	329#
163	104	267	Rf	7342#	2#	267121787#	617#
162	105	267	Db	7336#	2#	267122464#	443#
161	106	267	Sg	7327#	1#	267124322#	276#
160	107	267	Bh	7313#	1#	267127500#	282#
159	108	267	Hs	7295#	0#	267131673#	103#
158	109	267	Mt	7273#	2#	267137189#	540#
157	110	267	Ds	7248#	1#	267143726#	145#
164	104	268	Rf	7337#	2#	268123968#	711#
163	105	268	Db	7328#	2#	268125671#	568#
162	106	268	Sg	7326#	2#	268125392#	504#
161	107	268	Bh	7308#	1#	268129691#	409#
160	108	268	Hs	7298#	1#	268131863#	304#
159	109	268	Mt	7271#	1#	268138649#	250#
158	110	268	Ds	7252#	1#	268143477#	324#
164	105	269	Db	7323#	2#	269127911#	669#
163	106	269	Sg	7318#	1#	269128570#	391#
162	107	269	Bh	7309#	1#	269130412#	402#
161	108	269	Hs	7294#	0#	269133725#	133#
160	109	269	Mt	7273#	2#	269138884#	497#
159	110	269	Ds	7250.154	0.117	269144751.021	33.712
165	105	270	Db	7314#	2#	270131302#	662#
164	106	270	Sg	7314#	2#	270130426#	598#
163	107	270	Bh	7301#	1#	270133362#	308#
162	108	270	Hs	7295#	1#	270134314#	266#
161	109	270	Mt	7271#	1#	270140323#	183#
160	110	270	Ds	7253.775	0.178	270144583.090	51.542
165	106	271	Sg	7305#	2#	271133932#	628#
164	107	271	Bh	7298#	2#	271135182#	446#
163	108	271	Hs	7288#	1#	271137135#	301#
162	109	271	Mt	7273#	1#	271140742#	354#
161	110	271	Ds	7252#	0#	271145946#	104#
166	106	272	Sg	7301#	3#	272135890#	781#
165	107	272	Bh	7290#	2#	272138261#	571#
164	108	272	Hs	7286#	2#	272138494#	547#
163	109	272	Mt	7267#	2#	272143406#	521#
162	110	272	Ds	7255#	2#	272146018#	443#
161	111	272	Rg	7227#	1#	272153273#	251#
167	106	273	Sg	7291#	2#	273139580#	540#
166	107	273	Bh	7286#	3#	273140240#	743#
165	108	273	Hs	7279#	1#	273141590#	394#
164	109	273	Mt	7265#	2#	273144620#	455#
163	110	273	Ds	7249#	0#	273148531#	144#
162	111	273	Rg	7231#	2#	273153189#	565#
167	107	274	Bh	7278#	2#	274143513#	664#
166	108	274	Hs	7276#	2#	274143303#	635#
165	109	274	Mt	7259#	1#	274147339#	380#
164	110	274	Ds	7249#	1#	274149434#	418#
163	111	274	Rg	7227#	1#	274155249#	190#
168	107	275	Bh	7273#	2#	275145670#	640#
167	108	275	Hs	7267#	2#	275146667#	631#
166	109	275	Mt	7256#	2#	275149039#	449#
165	110	275	Ds	7244#	1#	275151976#	441#
164	111	275	Rg	7227#	2#	275155981#	557#
168	108	276	Hs	7264#	3#	276148455#	810#
167	109	276	Mt	7250#	2#	276151708#	571#
166	110	276	Ds	7243#	2#	276153024#	588#
165	111	276	Rg	7222#	2#	276158333#	675#
164	112	276	Cn	7209#	2#	276161410#	640#
169	108	277	Hs	7255#	2#	277151899#	581#
168	109	277	Mt	7247#	3#	277153483#	751#
167	110	277	Ds	7237#	1#	277155815#	412#
166	111	277	Rg	7222#	2#	277159247#	558#
165	112	277	Cn	7205#	1#	277163611#	153#
169	109	278	Mt	7240#	2#	278156454#	666#
168	110	278	Ds	7235#	2#	278157146#	671#
167	111	278	Rg	7218#	1#	278161587#	383#
166	112	278	Cn	7206#	2#	278164179#	470#
165	113	278	Ed	7182#	1#	278170574#	198#
170	109	279	Mt	7237#	2#	279158343#	716#
169	110	279	Ds	7228#	2#	279160093#	642#
168	111	279	Rg	7216#	2#	279162937#	452#
167	112	279	Cn	7202#	2#	279166432#	490#
166	113	279	Ed	7184#	3#	279170950#	750#
170	110	280	Ds	7226#	3#	280161590#	838#
169	111	280	Rg	7212#	2#	280165203#	571#
168	112	280	Cn	7202#	2#	280167147#	626#
167	113	280	Ed	7180#	1#	280172991#	429#
171	110	281	Ds	7219#	2#	281164715#	622#
170	111	281	Rg	7210#	3#	281166718#	865#
169	112	281	Cn	7197#	1#	281169641#	416#
168	113	281	Ed	7181#	1#	281173710#	322#
171	111	282	Rg	7204#	2#	282169405#	702#
170	112	282	Cn	7197#	2#	282170668#	704#
169	113	282	Ed	7177#	1#	282175766#	387#
172	111	283	Rg	7202#	2#	283170995#	748#
171	112	283	Cn	7191#	2#	283173362#	653#
170	113	283	Ed	7177#	2#	283176820#	468#
172	112	284	Cn	7190#	3#	284174499#	865#
171	113	284	Ed	7173#	2#	284178843#	573#
170	114	284	Fl	7162#	2#	284181344#	704#
173	112	285	Cn	7184#	2#	285177321#	624#
172	113	285	Ed	7173#	3#	285180066#	866#
171	114	285	Fl	7158#	1#	285183579#	419#
173	113	286	Ed	7168#	2#	286182518#	704#
172	114	286	Fl	7159#	2#	286184406#	705#
174	113	287	Ed	7167#	3#	287183840#	778#
173	114	287	Fl	7154#	2#	287186875#	655#
172	115	287	Ef	7138#	2#	287190978#	471#
174	114	288	Fl	7154#	3#	288187916#	865#
173	115	288	Ef	7135#	2#	288192992#	576#
175	114	289	Fl	7148#	2#	289190623#	626#
174	115	289	Ef	7135#	3#	289193953#	868#
173	116	289	Lv	7119#	2#	289198099#	529#
175	115	290	Ef	7130#	2#	290196345#	706#
174	116	290	Lv	7120#	2#	290198818#	708#
176	115	291	Ef	7130#	3#	291197522#	842#
175	116	291	Lv	7116#	2#	291201169#	658#
174	117	291	Eh	7098#	2#	291205906#	637#
176	116	292	Lv	7116#	3#	292202086#	865#
175	117	292	Eh	7095#	2#	292207812#	718#
177	116	293	Lv	7111#	2#	293204691#	629#
176	117	293	Eh	7095#	3#	293208680#	870#
175	118	293	Ei	7077#	2#	293213498#	753#
177	117	294	Eh	7092#	2#	294210974#	708#
176	118	294	Ei	7079#	2#	294214132#	712#
177	118	295	Ei	7075#	2#	295216332#	692#
