compound,raw_values,measurement_wavelength
Acetone,1.35,
Ethanol,1.36,
Methanol,1.33,
Cs BCR-2G LA-ICP-MS,1.35,
DMSO,1.47,
Ce BHVO-2G LA-ICP-MS,2.53,
Pr BCR-2G LA-ICP-MS,6.21,
Nd BHVO-2G LA-ICP-MS,1.66,
Sm BCR-2G LA-ICP-MS,5.87,
Eu BCR-2G LA-ICP-MS,1.84,
Gd BCR-2G LA-ICP-MS,6.05,
Dy BCR-2G LA-ICP-MS,5.91,
Ho BCR-2G LA-ICP-MS,1.15,
Er BCR-2G LA-ICP-MS,3.25,
Yb BCR-2G LA-ICP-MS,3.35,
Hf BCR-2G LA-ICP-MS,4.54,
FeO,1.71,
FeO,1.39,
FeO,1.33,
FeO,1.66,
Na2O,3.39,
Na2O,3.57,
Na2O,3.52,
Na2O,3.44,
Na2O,3.72,
Na2O,3.81,
K2O,4.86,
K2O,4.67,
K2O,5.02,
K2O,4.5,
K2O,4.21,
H2O,4.97,
H2O,4.86,
H2O,5.48,
H2O,5.03,
H2O,6.02,
H2O,6.18,
FeO,1.6,
FeO,1.06,
FeO,2.34,
SiO2,1.46,
Dy2O3,1.689,
LiSiAlO4,1.573,
LiSi4AlO10,1.504,
CaSi2Al2O8(HA),1.59,
CaSi2Al2O8(A),1.575,
CaSi2Al2O8(G),1.572,
SrSi2Al2O8,1.582,
CaCuSi4O10,1.635,
FeBaSi4O10(G),1.621,
K2Mg5Si12O30,1.543,
Na2Si2O5,1.497,
K2Si2O5,1.503,
Li2Si2O5,1.547,
BaSi2O5,1.597,
K4Be3Si4O12,1.523,
ZnSiO3,1.616,
BaSiO3,1.673,
Na2SiO3,1.49,
Na2Ti2Si2O9(I),1.91,
CaMgSiO6(D),1.667,
CaMgS2iO6(J),1.71,
NaFeSi2O6(A),1.771,
BaTiSi3O9(B),1.757,
Sr2Si3O9,1.599,
Pb3Si3O9,1.947,
Ca3Si3O9,1.61,
CaMn4Si5O15,1.729,
Ca2MgSi2O7,1.632,
Ca2FeSi2O7,1.69,
Ca2AlSiAlO7(G),1.669,
Ca2AlSOAlO7(G),1.638,
Ca2ZnSi2O7(H),1.672,
Mg3Al2Si3O12(P),1.705,
Fe3Al2Si3O12(A),1.83,
Mn3Al2Si3O12(S),1.8,
Ca3Cr2Si3O12,1.86,
Ca3Al2Si3O12,1.735,
Ca3Fe2Si3O12,1.895,
Na4Zr2Si3O12,1.715,
Ca2SiO4,1.717,
Ba2SiO4,1.81,
Ba2SiO4 Sr2SiO4,1.727,
Mg2SiO4,1.635,
Fe2SiO4,1.824,
Mn2SiO4,1.78,
CaMgSiO4,1.639,
CaMnSiO4,1.685,
Li4SiO4,1.594,
Li4SiO4 Sr2SiO4,1.727,
Ca3MgSi2O8,1.706,
Na2ZrOSiO4,1.741,
quartz,1.533,
cristobalite,1.482,
cristobalite,1.486,
tridymite,1.468,
CaO,1.84,
CdO,2.49,
BaO,1.98,
GeO2,1.65,
MgO,1.74,
MnO,2.16,
MoO3,2.21,
PbO,2.51,
SiO2,1.54,
SnO2,1.99,
SrO,1.81,
TiO2,2.62,
WO3,2.5,
ZnO,2.01,
ZrO2,2.12,
Decanoic acid,1.45,
DPPC,1.404,
DMPC,1.435,
Diethylene glycol,1.45,
Diethylene glycol,1.444,
Ethylene glycol,1.435,
Ethylene glycol,1.429,
Silica,1.464,
Silica,1.457,
Li2O –,1.49,
Li2O –,1.581,
PrMn0.2,1.652,
PrMn0.4,1.652,
PrMn0.6,1.652,
PrMn,1.653,
PrMn1.0,1.652,
NaF,1.4578,
NaF,1.456,
CH2Cl2,1.8,
CH2Cl2,3.6,
Spermine,5.65,
Spermine,4.72,
Au–Ag2O(1,1.148,
PMMA,1.483,
SiO2,1.46,
AgGaSe2,2.517,
AgGaSe2,2.532,
AgGaSe2,2.546,
AgGaSe2,2.554,
silica,1.391,
NiO,1.79,
Ni0.98Sr0.02O,2.31,
Ni0.96Sr0.04O,3.96,
YAl3(BO3)4,1.76,
Y3Al5O12,1.8169,
Y3Ga5O12,1.8579,
YAlO3,1.934,
Gd3Ga5O12,1.9446,
LiNbO3,2.2322,
Ba2NaNb5O15,2.2573,
LiB3O5,1.5649,
Ca4YO(BO3)3,1.667,
Ca4GdO(BO3)3,1.6804,
PbMoO4,2.2498,
La2Ti2O7,2.228,
Bi4Ti3O12,2.5984,
Bi12SiO20,2.54,
Bi12TiO20,2.58,
Ethanol,1.3593,
Ethanol,1.35941,
2-Propanol,1.37501,
2-Propanol,1.3752,
"Trans-1,2-dichloroethylene",1.4461,
"Trans-1,2-dichloroethylene",1.4462,
BSO,2.06,
ZnO,1.93,
ZnSnxOy,1.95,
Al2O3,1.65,
SiO2,1.47,
TiO2,2.45,
Fluorophosphate,1.55,
o-Cresol,1.0369,
m-Cresol,1.0261,
p-Cresol,1.0263,
o-cresol,1.5191,
o-cresol,1.5114,
o-cresol,1.504,
o-cresol,1.4971,
o-cresol,1.4912,
Nonanoate Nonanoate,1.4549,
Nonanoate Nonanoate,1.4562,
NH4NO3,1.57,
glucose,5.38,
glucose,4.74,
glucose,4.76,
cortisol,6.73,
TiO2,2.183,
distilled water,1.37,
Glucose,4.88,
Glucose,4.6,
cholesterol,6.57,
cholesterol,4.42,
cholesterol,4.6,
cholesterol,2.33,
cholesterol,1.34,
cholesterol,1.5,
Triglycerides,1.34,
Triglycerides,1.23,
SiDs,1.724,
alcohols,1.431,
Cysteine,2.01,
Cysteine,2.03,
Cysteine,1.038,
Cysteine,2.028,
BS15,6.49,
BSGP201683,5.82,
BS10,5.8,
TRITC,1.87,
FITC,1.87,
TRITC,1.71,
FITC,2.03,
Quinine Sulfate,1.63,
Sucrose,1.2,
Sucrose,1.3,
Sucrose,1.9,
Toluene,1.497,
Chloroform,1.446,
Acetone,1.359,
Ethanol,1.361,
methanol,1.18,
Ethanol,1.363,
Glycol,1.434,
Glycerol,1.473,
NaCl,1.3418,
NaCl,1.3505,
NaCl,1.3594,
NaCl,1.3684,
Na2O·B2O3·SiO2,1.509,
Eu2O3,1.54,
MPA,2.4,
MPA,1.7,
MPA,2.2,
MPA,1.8,
ClO,2.32,
ClO,2.3,
CH3NO2,1.38,
CH3OH,1.33,
C2H5OH,1.36,
Acetone,1.36,
CH2CL2,1.37,
CHCL3,1.45,
Toluene,1.5,
C6H6,1.5,
Ammonium Nitrate,1.61,
Ammonium Sulphate,1.53,
Carbon,1.54,
Methanol,1.33,
Ethanol,1.36,
2-Propanol,1.39,
1-Octanol,1.43,
Acetone,1.36,
n-Hexane,1.38,
n-Dodecane,1.42,
n-Hexadecane,1.43,
Quartz,1.54,
Sucrose,1.54,
Polystyrene,1.59,
HMDSO,1.7,
HMDSO,2.1,
Nb2O5,2.31,
SiO2,1.456,
ZrO2,1.481,
ZrO2,1.4825,
SIOM,1.542,
Ta2O5,2.12,
Aluminium,3.09,
Aluminium,3.87,
Aluminium,6.3,
Eu2O3,1.5743,
Toluene,1.097,
Chloroform,1.438,
DMF,1.43,
DMSO,1.479,
Acetonitrile,1.3328,
DMF,1.4201,
Methanol,1.3047,
Ethanol,1.3045,
Acetone,1.278,
n-Butanol,1.2917,
TEOS,1.457,
omeprazole,6.5,
omeprazole,6.38,
omeprazole,4.9,
Omeprazole,1.95,
Omeprazole,2.04,
Omeprazole,4.87,
Omeprazole,4.29,
Omeprazole,3.37,
Omeprazole,4.57,
Omeprazole,2.44,
Omeprazole,4.3,
Omeprazole,1.81,
Omeprazole,5.87,
Omeprazole,1.97,
methyl butanoate,1.408,
WO3,2.7,
WO3,2.47,
Glucosamine,4.85,
PMMA,1.43,
Styrene,1.5469,
Xylene,1.4972,
styrene,1.6357,
xylene,1.6302,
Bis-GMA,1.5497,
Benzene,3.168,
TiO2(l),3.22,
Cyclohexane,1.43,
Hexane,1.37,
Toluene,1.5,
Dioxane,1.42,
Chloroform,1.45,
Ethyl acetate,1.37,
DMSO,1.48,
EtOH,1.36,
CH3CN,1.34,
Chloroform,1.444,
Dichloromethane,1.424,
n-Butanol,1.397,
n-Propanol,1.383,
Methanol,1.326,
Acetonitrile,1.342,
Dimethyl sulfoxide,1.477,
PVP,1.513,
PVP,1.66,
Luteolin,1.36,
Luteolin,3.12,
Apigenin,1.24,
Apigenin,3.44,
Acacetin,1.03,
Tricin,1.08,
Tricin,3.79,
Linarin,1.13,
Gd2O3,1.2,
Gd2O3,1.4,
Arabinose,3.127,
Galactose,3.666,
Rhamnose,4.813,
Rhamnose,5.1,
Rhamnose,3.048,
Mannose,3.241,
Mannose,3.13,
Mannose,2.468,
Glucuronic acid,1.981,
Glucuronic acid,1.78,
Glucuronic acid,1.369,
Aminogalactose,1.318,
Aminogalactose,1.07,
tip,3.4,
V-PDMPS,1.4291,
BAP-C,1.556,
BAP-T,1.5572,
BAP-M,1.5554,
BAP-CTM-0.5,1.5649,
BAP-CTM-1,1.5649,
BAP-CTM-2,1.5649,
BAP-CTM-3,1.5651,
Methanol,1.329,
Ethanol,1.361,
2-propanol,1.378,
1-propanol,1.386,
n-butanol,1.399,
ZnO,1.003,
ZnO,1.04,
ZnO,1.13,
ZnO,1.25,
Olein,1.459,
PEG 400,1.338,
PEG 400,1.771,
Trimethylamine,1.4,
Trimethylamine,1.369,
Trimethylamine,1.425,
Trimethylamine,1.53,
Trimethylamine,1.4,
H2O,1.35,
Carbon,2.9,
Carbon,3.33,
Carbon,1.83,
Tungsten–tellurite,2.1,
Tellurite,2,
Pentafluoroethane,1.41,
Octafluorocyclobutane,1.38,
C2H,1.396,
CuAlS2,3.668,
CuAlS2,3.813,
CuAlS2,3.687,
CuAlS2,3.693,
CuAlS2,3.575,
CuAlSe2,2.851,
CuAlSe2,3.023,
CuAlSe2,2.868,
CuAlSe2,3.039,
CuGaS2,2.6217,
CuGaS2,2.6323,
CuGaSe2,1.8235,
CuGaSe2,2.022,
PMMA,1.49,
Sm2O3,1.5408,
BST,4.63,
NaBr,1.6218,
NaBr,1.6093,
CaBr2,1.6348,
CaBr2,1.6166,
MgBr2,1.6269,
MgBr2,1.6138,
CoBr2,1.6125,
CoBr2,1.6043,
ZnBr2,1.607,
ZnBr2,1.598,
MgBr2,1.6144,
MgBr2,1.6062,
Mg(OH)2,1.6227,
Mg(OH)2,1.6165,
BSO,1.469,
BSO,1.462,
PbO-P2O5,2.96,
Ag2O-V2O5-TeO2,6.6,
SiO2-Na2O-CaO-P2O5,5.974,
Methanol,1.33,
EtOH,1.003,
CH3CN,1.334,
DMF,1.43,
DMSO,1.48,
Methanol,1.3284,
Methanol,1.32598,
Ethanol,1.3614,
Ethanol,1.35922,
Heptane,1.3876,
Heptane,1.38781,
Dichloromethane,1.4241,
Dichloromethane,1.4185,
Chloroform,1.4458,
Chloroform,1.44265,
Silicon,2.15,
Glycerol,1.47,
Dodecanol,1.44,
CSO,1.477,
CSO,1.451,
WCl6,1.62,
BBGA1,2.321,
BBGA2,2.332,
BBGA3,2.343,
BBGA4,2.362,
BBGA5,2.373,
Cholesterol,4,
Pravastatin,4.6,
Pravastatin,3.5,
Pravastatin,2.6,
BiBTEr0.1,1.745,
BiBTEr0.5,1.743,
BiBTEr1.0,1.741,
BiBTEr1.5,1.738,
BiBTEr2.0,1.736,
BiBTEr2.5,1.734,
BiBTEr0.5,4.953,
BiBTEr1.0,3.927,
BiBTEr1.5,3.428,
BiBTEr2.0,3.112,
BiBTEr2.5,2.886,
Fe2O3,1.45,
Na2O,3.4,
Na2O,3.11,
K2O,4.43,
FeOt,2.14,
TiO2,1.63,
Fe2O3,4.57,
MgO,5.19,
Na2O,3.08,
Na2O,3.24,
H2O,2.14,
magenta,1.582,
Magenta,1.592,
PFA,1.468,
As40Se60,2.813,
GaAs,3.5,
LiNbO3,2.2,
Fluoride,1.52,
SiO2,1.458,
TiO2,2.46,
Toluene,1.44963,
Chloroform,1.44475,
PMMA,1.49,
Allergan,1.47,
Furfural,1.76,
Acetic acid,1.76,
Acetic acid,5.27,
Furfural,5.27,
Dichloromethane,1.424,
"1,1-Dichloroethane",1.416,
"1,2-Dichloroethane",1.444,
Chloroform,1.445,
Ethyl dichloroacetate,1.438,
Bromoethane,1.425,
Bromoform,1.595,
Dichloroacetonitrile,1.44,
1-Chloropropane,1.388,
2-Chloropropane,1.378,
Trichlorofluoromethane,1.3821,
Hexanol,1.418,
1-Butanol,1.399,
Tert-butanol,1.387,
Carbon disulfide,1.627,
Benzene,1.498,
Pentane,1.358,
Cyclohexene,1.446,
Diethyl ether,1.352,
Propane,1.35,
Xenon,1.34,
Argon,1.34,
Ethyl acetate,1.37,
1-Nitropropane,1.401,
Valeronitrile,1.397,
2-Hexanone,1.401,
DMA,1.51733,
DMA,1.37024,
PMMA,1.45,
Urethane dimethacrylate,1.48,
Triethyleneglycol dimethacrylate,1.46,
Cyclohexane,1.4262,
"1,4-Dioxane",1.4224,
Ethyl acetate,1.3724,
Chloroform,1.4459,
DMF,1.4305,
tert-Butanol,1.386,
DMSO,1.479,
Acetonitrile,1.3441,
2-Propanol,1.3772,
1-Butanol,1.3772,
Ethanol,1.361,
Methanol,1.3284,
InSb,2.22,
InSb,3.45,
InSb,3.58,
InSb,3.66,
Brookite,2.809,
MgO,1.92,
CaO,4.87,
Na2O,5.38,
K2O,5.9,
CaO,1.76,
Na2O,5.17,
K2O,3.32,
Silicon,3.7457,
Silicon,3.48,
SiO2,1.44,
Methacrylate,2.49,
Oxirane,2.94,
DMSO,1.03,
DMSO,1.06,
Acetonitrile,1.3461,
Acetonitrile,1.3412,
Acetonitrile,1.3371,
Acetonitrile,1.3327,
Polystyrene,1.59,
SiO2,1.47,
LiZnLaAP,1.556,
LiMgLaAP,1.552,
LiZnLaAPF,1.545,
Phosphate,1.48,
Tellurite,2.04,
PbO –,1.779,
BiGaDyIG,2.885,
ZnS,2.423,
Se75S23Cd2,3.68,
Se75S21Cd4,2.46,
Al2O3,1.4489,
TiO2,1.28,
Al2O3,3.46,
Cr2O3,1.05,
FeO,1.37,
DMSO,1.4793,
Acetonitrile,1.3441,
Methanol,1.3284,
Ethanol,1.3614,
Acetone,1.3588,
2-Propanol,1.3776,
1-Butanol,1.3993,
Dichloromethane,1.4244,
Ethylacetate,1.3724,
Chloroform,1.4459,
"1,4-Dioxane",1.4224,
Tetrachloromethane,1.4607,
Cyclohexane,1.4262,
Hexane,1.375,
Pentane,1.358,
Ethylene,1.43,
Ethanol,1.362,
2-methyl pentane,1.371,
Methyl ethyl ketone,1.378,
dimethyl butane,1.369,
Isoprene,1.422,
Toluene,1.496,
Phenol,1.542,
Diethyl acetamide,1.456,
Acetophenone,1.534,
Dichloro ethene,1.449,
Sulfate,1.834,
Silica,1.37,
Polystyrene,1.59,
Silica,1.363,
Polystyrene,1.584,
Sapphire,1.78,
MDEA,1.0332,
MDEA,1.4603,
MDEA,1.4597,
Acetone,1.359,
Ethanol,1.36,
Isopropanol,1.377,
Polyurethane,1.48,
Ammonia,1.49,
Ammonia,1.5,
Ammonia,1.48,
Acetone,1.355,
DMSO,1.476,
Ethanol,1.359,
Sm2O3,1.55,
Ethanol,1.361,
Methanol,1.328,
DMF,1.43,
Acetonitrile,1.344,
DMSO,1.478,
Perfluoro-n-octane,1.268,
Ga5Sb10Ge25Se60,2.628,
Te20As30Se40I10,2.821,
Te20As40Se30I10,2.872,
As40Se60,2.775,
Ethanol,1.36,
dCTP,1.2,
dCTP,1.3,
dCTP,1.9,
GeO2–SiO2,2.262,
B2O3–SiO2,2.278,
P2O5–SiO2,2.251,
GeO2–B2O3,2.231,
Li2O–P2O3,2.195,
Na2O–P2O5,2.204,
SrO–P2O5,1.992,
ZnO–P2O5,2.128,
CdO–P2O5,2.176,
PbO–P2O5,2.141,
Sb2O3–P2O5,1.941,
Bi2O3–P2O5,1.996,
V2O5–P2O5,1.823,
Li2O–B2O3,2.249,
Na2O–B2O3,2.229,
K2O–B2O3,2.233,
Ag2O–B2O3,2.161,
BaO–B2O3,2.111,
CdO–B2O3,1.841,
PbO–B2O3,1.792,
La2O3–B2O3,1.839,
Sb2O3–B2O3,2.296,
Bi2O3–B2O3,1.509,
Li2O–SiO2,2.187,
Na2O–SiO2,2.226,
K2O–SiO2,2.213,
Rb2O–SiO2,2.2,
Cs2O–SiO2,2.229,
Cs2O–SiO2,2.165,
CaO–SiO2,1.998,
PbO–SiO2,1.705,
TiO2–SiO2,2.265,
Bi2O3–SiO2,1.703,
Li2O–GeO2,1.88,
Na2O–GeO2,1.845,
K2O–GeO2,1.897,
Bi2O3–GeO2,1.764,
Sb2O3–GeO2,1.836,
V2O5–GeO2,1.826,
Li2O–TeO2,1.34,
Na2O–TeO2,1.165,
K2O–TeO2,1.188,
Ag2O–TeO2,1.108,
MgO–TeO2,1.193,
SrO–TeO2,1.179,
BaO–TeO2,1.177,
ZnO–TeO2,1.165,
PbO–TeO2,1.086,
TiO2–TeO2,1.097,
ScO1.5–TeO2,1.175,
TaO2.5–TeO2,1.126,
NbO2.5–TeO2,1.117,
MoO3–TeO2,1.182,
WO3–TeO2,1.123,
K2O–TiO2,1.604,
Rb2O–TiO2,1.588,
PbO–TiO2,1.014,
PtS2,1.33,
SiO2,1.54,
PMMA,1.48625,
Lactose,5.66,
NaF–Na2O–B2O3,1.511,
NaF–Na2O–B2O3,3.608,
ZnAlP,1.526,
Si0.75Ge0.25,3.6,
citric acid,1.431,
Quinine sulfate,1.33,
Glucose,1.79,
Glucose,1.44,
Glucose,1.75,
Glucose,1.34,
Glucose,1.28,
Glucose,1.06,
Fructose,1.43,
Fructose,1.65,
Fructose,1.75,
Fructose,1.58,
Fructose,1.37,
Fructose,1.08,
Phenyloctane,1.49,
Perfluorooctane,1.28,
Tetradecane,1.43,
Dodecan-4-ol,1.44,
EtOH,1.3325,
EtOH,1.3515,
H2O,1.3362,
Silicon,1.555,
BK7,1.32,
MoS2,5.9,
ZnO,1.901,
ZnO,1.85,
ZnO,1.864,
ZnO,1.883,
ZnO,1.964,
ZnO,1.891,
ZnO,1.856,
ZnO,1.928,
ZnO,1.937,
ZnO,1.946,
ZnO,2.009,
ZnO,1.991,
ZnO,1.973,
ZnO,2.036,
ZnO,1.982,
ZnO,2.018,
TETA,1.471,
TETA,1.569,
Bis-GMA,1.549,
Methanol,1.3289,
Methanol,1.3284,
Ethanol,1.3611,
Ethanol,1.3614,
Propan-1-ol,1.3851,
Propan-1-ol,1.3856,
Butan-1-ol,1.3991,
Butan-1-ol,1.3993,
Pentan-1-ol,1.4104,
Pentan-1-ol,1.41,
Hexan-1-ol,1.4184,
Hexan-1-ol,1.4182,
CdSe-PVP,4.78,
CdSe-PVP,5.07,
CdSe-PVP,5.89,
PMMA,1.6253,
Polystyrene,2,
Formamide,1.3325,
N-methylformamide,1.4468,
Glycerol,1.48,
ethanol,1.359,
acetone,1.356,
Ge0.15Te0.85,6.56,
Ge0.175Te0.825,5.85,
Ge0.2Te0.8,6.11,
SiC(100),2.18,
SiC(100),2.068,
SiC(100),2.085,
SiC(100),2.181,
CLAP,2,
CLAP,1.15,
NaF,4.3,
NaF,3.7,
NaF,3.6,
CuAlSe2,2.6,
CuAlTe2,3.3,
CuGaS2,2.67,
CuGaSe2,2.8,
CuGaTe2,3.3,
CuInSe2,2.9,
AgAlSe2,2.47,
AgAlTe2,2.54,
AgGaS2,2.4,
AgGaSe2,2.8,
AgGaTe2,3.3,
ZnSiP2,3.4,
ZnSiAs2,3.1,
ZnGeP2,3.1,
ZnGeAs2,3.5,
ZnSnP2,2.9,
CdSiAs2,3.5,
CdSiP2,3.1,
CdGeAs2,3.4,
CdGeP2,3.3,
CdSnAs2,3.7,
CdSnP2,3.1,
SnTe,6.7,
GaAs,3.3,
GeTe,6,
CsBr,1.67,
CsCl,1.61,
NaCl,1.54,
NaBr,1.64,
KCl,1.49,
RbCl,1.49,
RbBr,1.55,
B2O3,1.46,
SiO2,1.54,
Al2O3,1.7,
MgO,1.74,
CaO,1.84,
SrO,1.87,
BaO,1.98,
MnO,2.16,
ZnO,2.02,
GeO2,2,
Sb2O3,2.3,
HgO,2.52,
Bi2O3,2.52,
PbO,2.71,
SnO2,2.03,
Ga2O3,1.94,
CdO,2.47,
Se2O3,2,
CeO2,2.31,
TiO2,2.72,
Fe2O3,2.95,
CoO,2.35,
NiO,2.2,
Cu2O,2.72,
MoO3,2.47,
CaWO4,1.94,
CdWO4,2.25,
InAs,3.679,
Chloride,1.8,
Creatinine,2.9,
Ethanol,1.6,
Pindolol,1.1,
H Red,1.65,
Al–SDBS,4.17,
CsZnCl3,1.76,
CsCdCl3,1.66,
Ge20Se80,3.99,
Ge20Se75Zn5,2.98,
MgF2,1.376,
LiF,1.3918,
CaF2,1.43,
C4H8O,1.4028,
CCl4,1.4555,
CHCl3,1.441,
CH3CO2CH3,1.3567,
CH3CO2C2H5,1.3664,
CH3CO2C4H9,1.3896,
CH3CO2C5H11,1.3961,
C4H8O,1.438,
C4H8O,1.483,
nitrogen,1.414,
n-hexane,1.406,
n-hexane,1.378,
nitrogen,1.42,
n-hexane,1.38,
H2O,1.324,
ZnO,2.11,
Glycerol,4.9,
Tartaric acid,2.7,
ZnTe,2.63,
CdTe,2.91,
CdSe,2.83,
ZnSe,2.51,
BeSe,5.37093,
BeTe,5.9818,
MgO,2.05298,
MgSe,3.28252,
MgTe,3.58475,
CaO,2.22141,
CaSe,3.04798,
CaTe,3.48097,
SrO,2.35245,
SrSe,2.83026,
SrTe,3.06739,
BaPo,3.15728,
BaSe,2.82215,
BaTe,2.94284,
Gly,1.4746,
MeOH,1.3264,
H2O,1.4051,
LiF,1.5,
silica,1.474,
PFA,1.344,
Silica,1.458,
PMMA,1.493,
Gd2O2S,2,
CsI,1.78,
SiO2,1.45,
TiO2,2.3,
ZnO,2.1,
Al2O3,1.62,
NdPb2,1.649,
NdPb4,1.65,
NdPb6,1.651,
NdPb8,1.652,
NdPb10,1.653,
YbPb2,1.632,
YbPb4,1.636,
YbPb6,1.637,
YbPb8,1.639,
YbPb10,1.642,
nitrogen,1.414,
n-hexane,1.406,
n-hexane,1.378,
nitrogen,1.42,
n-hexane,1.38,
DOPE,6.3,
D2O,1.3256,
H2O,1.3301,
D2O,1.324,
H2O,1.3281,
D2O,1.3228,
H2O,1.3264,
D2O,1.3217,
H2O,1.3249,
D2O,1.3208,
H2O,1.3234,
D2O,1.3199,
H2O,1.3218,
Silicon,3.57,
Aluminum,1.52,
Acrylate,1.49,
SiO2,1.475,
Ge30Se70,2.24,
Ge14Se70Cd16,2.17,
n-Butanol,2.571,
n-Pentanol,3.51,
sugar,1.399,
BaTiO3,1.429,
BaTiO3,1.357,
BaTiO3,1.252,
CuInS2,2.3,
CuGaS2,2.62,
CuGaS2,2.55,
CuInSe2,3.1,
CuInSe2,2.58,
CuGaSe2,2.82,
CuGaSe2,2.86,
PEO10000,1.3704,
PEO10000,1.3548,
silicon,3.4,
silicon,3.48,
ZnAc2 –,6.92,
ZnAc2 –,4.38,
ZnAc2 –,2.34,
Fluorite,2.78,
Pyrite,2.76,
WO3,1.9125,
WO3,1.9084,
WO3,1.9189,
WO3,1.9257,
WO3,1.9274,
Methanol,1.329,
Ethanol,1.361,
2-Propanol,1.377,
Acetonitrile,1.344,
Chloroform,1.445,
n-Hexane,1.375,
n-Hexane,3.62,
Methanol,3.69,
Acetonitrile,3.69,
n-Hexane,3.2,
Methanol,3.29,
Acetonitrile,3.29,
Se93Zn2Te5,3.1,
Se91Zn2Te5In2,3.12,
Se89Zn2Te5In4,3.33,
Se87Zn2Te5In6,3.58,
Se83Zn2Te5In10,3.2,
2-Pentanone,1.3886,
2-Pentanone,1.3885,
1-Propanol,1.3836,
1-Propanol,1.3837,
1-Butanol,1.3973,
1-Butanol,1.3974,
1-Pentanol,1.408,
1-Hexanol,1.4156,
1-Hexanol,1.4157,
CeF3,1.62,
CsI,1.75,
PMMA,1.49,
F_SILICA,1.45,
Ge25Sb10Bi5S60,2.42,
Ge25Sb10Bi5S60,2.38,
Ge25Sb10Bi5S60,2.58,
Ge25Sb5Bi10S60,2.8,
Ge25Sb5Bi10S60,2.69,
Ge25Sb5Bi10S60,2.84,
Ge25Bi15S60,3.18,
Ge25Bi15S60,3.02,
Ge25Bi15S60,3.46,
PDMS,1.4,
PEN,1.625,
PMMA,1.49,
Triton X-100,6.6,
Silicon oxynitride,1.65,
Silicon oxynitride,1.76,
Silicon oxynitride,1.91,
CH4,1.71,
C2H2,1.81,
C2H2,1.85,
Chlorobenzene,1.443,
POSS,1.519,
ZnSe,2.4,
TiO2,2.48,
Al2O3,1.75,
Nb2O5,2.25,
Na2O-90 SiO2,1.476,
Na2O-90 SiO2,1.4795,
Na2O-90 SiO2,1.4945,
Na2O-90 SiO2,1.5013,
SiO2,1.46,
Glycerol,1.5917,
Ethylene glycol,1.5678,
Triethylene glycol,1.5417,
MEA,1.5664,
Polystyrene,1.613,
Polymethyl methacrylate,1.502,
BBW0,2.256,
BBW1,2.274,
BBW2,2.292,
BBW3,2.309,
BBW4,2.327,
IOL,1.46,
Ge5As37S58,2.24,
2-Nitrophenol,5.2,
3-Nitrophenol,5.8,
4-Nitrophenol,2.7,
Tween 80,1.33849,
SiO,1.39922,
SiO2,1.40215,
Linalool,1.4597,
Linalool,1.4701,
Ta2O5,2.005,
Ta2O5,2.012,
Ta2O5,2.041,
Ta2O5,2.15,
Polystyrene,1.59,
PVC-COOH,1.55,
Dodecane,1.421,
Heptane,1.375,
Silicon,1.403,
DMA,1.43615,
YAlO3,1.95,
InP,3.165,
InGaAs,3.595,
Ethanol,1.3637,
Isopropanol,1.3851,
Dimethyl formamide,1.428,
n-Propylamine,1.98,
Ethylenediamine,1.73,
SnO2,5.2,
SnO2,6.8,
ZnSiAs2,3.6906,
CdSiAs2,3.7644,
BS1,1.82,
BS2,1.86,
BS3,1.92,
BS4,1.94,
Methyl ethanoate,1.3597,
Methyl ethanoate,1.3567,
Methyl ethanoate,1.3538,
Methyl ethanoate,1.351,
Methyl ethanoate,1.3484,
Methyl ethanoate,1.3459,
CN,3,
Methanol,1.33,
Acetonitrile,1.34,
n-Hexane,1.37,
Chloroform,1.44,
Carbon tetrachloride,1.46,
Toluene,1.49,
BaPF0,1.578,
BaPF2,1.576,
BaPF4,1.575,
BaPF6,1.572,
BaPF8,1.571,
GaN,2.3,
PAH,1.38,
1-Pentanol,1.40941,
1-Heptanol,1.42384,
1-Octanol,1.42884,
MTBE,1.36764,
ETBE,1.37468,
Rhodamine B,1.69,
Magnesium phthalocyanine,1.89,
Perfluoro-n-heptane,1.261,
Perfluoro-n-nonane,1.275,
MDEA,1.5627,
silicon,3.01,
silicon,3.86,
silicon oxide,1.46,
GaAs,3.85,
ZnS–MgF2,1.748,
acetone,1.333,
2-propanol,1.358,
chloroform,1.377,
LiAlSi3O8,6,
LiAlSi3O8,6,
alumina,1.65,
alumina,1.57,
silicon,3.85,
Polymethyl Methacrylate,1.49,
CF3O(CF2CF(CF3)O)p(CF2O)nCF3,2.5,
PVA,1.68,
ZnSe,2.4,
silicon,3.47,
V2O5,2.24,
Al2O3,1.74,
Bi2O3,1.84,
SiOxNy,1.48,
DMSO,1.465,
PABA,1.111,
SiON,1.4857,
SiON,1.68,
silicon oxynitride,1.48,
SiON,1.48,
SiON,1.4857,
silica,1.537,
Ta2O5,2.3,
GaN,2.5,
DMF,1.333,
phosphate,1.33,
PMMA,1.51,
silicon nitride,4.08,
SiO2,2.13,
silicon,1.75,
xenon,1.69,
xylose,1.01,
Azo,1.5076,
SiOx,1.45,
carbon,1.8,
silica,1.938,
Al6Ge2O13,1.72,
silica,1.45,
acrylate,1.55,
acrylate,1.6443,
sulfur,1.6443,
silica,1.4571,
BK7,1.5168,
arachidonic acid,1.482,
SiO2,1.41,
